page,occ_title,occ_text
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/C1398C43F01CE7A5CA2584A8000E797B?opendocument,"UNIT GROUP 2245 LAND ECONOMISTS AND VALUERS
","
LAND ECONOMISTS AND VALUERS provide advice on the administration and use of land and property, and assess the value of land, property and other items such as commercial equipment and objects of art.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

providing advice on land and property financing and valuation matters 
researching and advising on the administration and use of land and property 
developing and implementing sales and leasing proposals for commercial land and property 
providing asset management services for the administration and use of land and property 
analysing land and property investments 
managing land and property portfolios and commercial property developments 
calculating values by considering market demand, condition of items, future trends and other factors 
examining property, selecting methods of valuation, and submitting written assessments 
giving evidence in legal proceedings, mediating on valuation matters and providing rental determinations for arbitration purposes

Occupations:
224511 Land Economist 
224512 Valuer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/289771948BEDFE0FCA2584A8000E7A10?opendocument,"UNIT GROUP 2246 LIBRARIANS
","
LIBRARIANS develop, organise and manage library services such as collections of information, recreational resources and reader information services.
Teacher-Librarians are excluded from this unit group. Teacher-Librarians are included in Minor Group 241 School Teachers.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

developing and implementing library and information policies and services 
examining publications and materials, interviewing publishers' representatives, and consulting with others to select library materials 
reviewing, evaluating and modifying services in response to user needs 
providing assistance to clients in accessing library resources 
managing library systems for recording and organising library holdings, acquisitions and purchases, reader registrations and loan transactions, and supervising indexing, filing and retrieval activities 
managing inter-library loan systems and information networks 
undertaking information research activities on behalf of clients 
selecting, ordering, classifying and cataloguing library and information resources 
monitoring collection development and culling programs 
supervising and training other library staff 
may plan and direct library promotion and outreach activities

Occupation:
224611 Librarian
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/0B5368F2CD0A59B9CA2584A8000E792F?opendocument,"UNIT GROUP 2247 MANAGEMENT AND ORGANISATION ANALYSTS
","
MANAGEMENT AND ORGANISATION ANALYSTS assist organisations to achieve greater efficiency and solve organisational problems, and study organisational structures, methods, systems and procedures.
ICT Business Analysts are excluded from this unit group. ICT Business Analysts are included in Unit Group 2611 ICT Business and Systems Analysts.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

assisting and encouraging the development of objectives, strategies and plans aimed at achieving customer satisfaction and the efficient use of organisations' resources 
discussing business and organisational shortcomings with clients 
analysing and evaluating current systems and structures 
discussing current systems with staff and observing systems at all levels of organisation 
directing clients towards more efficient organisation and developing solutions to organisational problems 
undertaking and reviewing work studies by analysing existing and proposed methods and procedures such as administrative and clerical procedures 
recording and analysing organisations' work flow charts, records, reports, manuals and job descriptions 
preparing and recommending proposals to revise methods and procedures, alter work flows, redefine job functions and resolve organisational problems 
assisting in implementing approved recommendations, issuing revised instructions and procedure manuals, and drafting other documentation 
reviewing operating procedures and advising of departures from procedures and standards

Occupations:
224711 Management Consultant 
224712 Organisation and Methods Analyst
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/E8131A0C7C678C4FCA2584A8000E78C2?opendocument,"UNIT GROUP 2249 OTHER INFORMATION AND ORGANISATION PROFESSIONALS
","
This unit group covers Information and Organisation Professionals not elsewhere classified.
It includes Electorate Officers, Liaison Officers, Migration Agents / Immigration Consultants and Patents Examiners.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Occupations:
224911 Electorate Officer 
224912 Liaison Officer 
224913 Migration Agent / Immigration Consultant 
224914 Patents Examiner 
224999 Information and Organisation Professionals nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/0E4BAC526ABD751CCA2584A8000E78BD?opendocument,"MINOR GROUP 225 SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS
","
SALES, MARKETING AND PUBLIC RELATIONS PROFESSIONALS plan, develop, coordinate and implement programs of information dissemination to promote organisations, goods and services, and represent companies in selling a range of technical, industrial, medical, pharmaceutical and ICT goods and services.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this minor group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

commissioning and undertaking market research, analysing the findings, and planning advertising, marketing and public relations activities 
supporting business growth and development through the preparation and execution of marketing objectives, policies and programs 
planning and organising publicity campaigns 
appraising and selecting material submitted by writers, Photographers, Illustrators and others to create favourable publicity 
acquiring and updating knowledge of employers' and competitors' goods and services, and market conditions 
assessing customers' needs and explaining and demonstrating goods and services to them 
visiting regular and prospective client businesses to establish and act on marketing opportunities 
quoting and negotiating prices and credit terms, and completing contracts
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/E6F4C34AFF319B0CCA2584A8000E79C8?opendocument,"UNIT GROUP 2251 ADVERTISING AND MARKETING PROFESSIONALS
","
ADVERTISING AND MARKETING PROFESSIONALS develop and coordinate advertising strategies and campaigns, determine the market for new goods and services, and identify and develop market opportunities for new and existing goods and services.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

planning, developing and organising advertising policies and campaigns to support sales objectives 
advising executives and clients on advertising strategies and campaigns to reach target markets, creating consumer awareness and effectively promoting the attributes of goods and services 
coordinating production of advertising campaigns involving specialised activities, such as artwork, copywriting, media scripting, television and film production and media placement, within time and budget constraints 
analysing data regarding consumer patterns and preferences 
interpreting and predicting current and future consumer trends 
researching potential demand and market characteristics for new goods and services and collecting and analysing data and other statistical information 
supporting business growth and development through the preparation and execution of marketing objectives, policies and programs 
commissioning and undertaking market research to identify market opportunities for new and existing goods and services 
advising on all elements of marketing such as product mix, pricing, advertising and sales promotion, selling, and distribution channels

Occupations:
225111 Advertising Specialist 
225112 Market Research Analyst 
225113 Marketing Specialist
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/9FD7B5C2F12FED0ECA2584A8000E7940?opendocument,"UNIT GROUP 2252 ICT SALES PROFESSIONALS
","
ICT SALES PROFESSIONALS manage client accounts and represent companies in selling a range of computer hardware, software and other ICT goods and services to industrial, business, professional and other organisations.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience and/or relevant vendor certification may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

compiling lists of prospective client businesses using trade directories and other sources 
acquiring and updating knowledge of employer's and competitors' goods and services, and market conditions 
visiting regular and prospective client businesses to establish and act on selling opportunities 
assessing customers' needs and explaining the goods and services which meet their needs 
promoting employers' ICT goods and services to existing and prospective clients 
quoting and negotiating prices and credit terms, and completing contracts and recording orders 
arranging delivery of goods, installation of equipment and the provision of services 
reporting to sales management on sales made and the marketability of ICT goods and services 
following up with clients to ensure satisfaction with ICT goods and services purchased, arranging modifications and resolving any problems arising 
preparing sales reports, and maintaining and submitting records of business expenses incurred

Occupations:
225211 ICT Account Manager 
225212 ICT Business Development Manager 
225213 ICT Sales Representative
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/6474E79F2AFC2702CA2584A8000E799D?opendocument,"UNIT GROUP 2253 PUBLIC RELATIONS PROFESSIONALS
","
PUBLIC RELATIONS PROFESSIONALS plan, develop, implement and evaluate information and communication strategies that create an understanding and a favourable view of organisations, their goods and services, and their role in the community.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

planning and organising publicity campaigns and communication strategies 
advising executives on the public relations implications of their policies, programs and practices 
preparing and controlling the issue of news and press releases 
undertaking and commissioning public opinion research, analysing the findings and planning public relations and promotional campaigns 
organising special events, seminars, entertainment, competitions and social functions to promote goodwill and favourable publicity 
representing organisations and arranging executive interviews with publicity media 
attending business, social and other functions to promote the organisation 
commissioning and obtaining photographs and other illustrative material 
selecting, appraising and revising material submitted by publicity writers, Photographers, Illustrators and others to create favourable publicity

Occupation:
225311 Public Relations Professional
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/96DCB502253352D5CA2584A8000E78BE?opendocument,"UNIT GROUP 2254 TECHNICAL SALES REPRESENTATIVES
","
TECHNICAL SALES REPRESENTATIVES represent companies in selling a range of industrial, medical and pharmaceutical goods and services to industrial, business, professional and other establishments.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

compiling lists of prospective client businesses using directories and other sources 
acquiring and updating knowledge of employers' and competitors' goods and services, and market conditions 
visiting regular and prospective client businesses to establish and act on selling opportunities 
assessing customers' needs and recommending and explaining goods and services to them 
monitoring customers' changing needs and competitor activity, and reporting these developments to sales management 
quoting and negotiating prices and credit terms, and completing contracts and recording orders 
arranging delivery of goods, installation of equipment and the provision of services 
reporting to sales management on sales made and the marketability of goods and services 
following up with clients to ensure satisfaction with goods and services purchased, and resolving any problems arising 
preparing sales reports and maintaining and submitting records of business expenses incurred

Occupations:
225411 Sales Representative (Industrial Products) 
225412 Sales Representative (Medical and Pharmaceutical Products) 
225499 Technical Sales Representatives nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/8D3DE600F26DDDD6CA2584A8000E78AC?opendocument,"SUB-MAJOR GROUP 23 DESIGN, ENGINEERING, SCIENCE AND TRANSPORT PROFESSIONALS
","
DESIGN, ENGINEERING, SCIENCE AND TRANSPORT PROFESSIONALS fly and ensure the safe operation of aircraft, control and manage the operation of ships, boats and marine equipment, design buildings, landscapes and products for manufacture and visual communication, design, plan and organise the testing, construction and maintenance of structures, machines, production systems and plants, and perform analytical, conceptual and practical tasks in relation to the chemical and physical properties of the universe, living organisms, and the environment.
Indicative Skill Level:
Most occupations in this sub-major group have a level of skill commensurate with the qualifications and experience outlined below.

In Australia:                   
AQF Bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification (ANZSCO Skill Level 1); or

AQF Associate Degree, Advanced Diploma or Diploma, or at least three years of relevant experience (ANZSCO Skill Level 2)                                   
                                                                                                                                                                                               
In New Zealand:
NZQF Bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification (ANZSCO Skill Level 1); or

NZQF Diploma, or at least three years of relevant experience (ANZSCO Skill Level 2)

"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/16419C7F7FD3DB86CA2584A8000E7904?opendocument,"MINOR GROUP 231 AIR AND MARINE TRANSPORT PROFESSIONALS
","
AIR AND MARINE TRANSPORT PROFESSIONALS fly and navigate aircraft, control air traffic to ensure the safe and efficient operation of aircraft in flight and on the ground, and control and direct the operation of ships, boats and marine equipment."
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/4E3F0030C5073C73CA2584A8000E7905?opendocument,"UNIT GROUP 2311 AIR TRANSPORT PROFESSIONALS
","
AIR TRANSPORT PROFESSIONALS fly and navigate aircraft, control and direct air traffic to ensure the safe and efficient operation of aircraft in flight and on the ground, and instruct students in flying aircraft.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification. Aeroplane and Helicopter Pilots require a prescribed minimum amount of flying experience in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing is required.
Tasks Include:

preparing and submitting flight plans giving consideration to factors such as weather conditions and aircraft performance 
flying aircraft in accordance with established air traffic control and aircraft operating procedures 
providing flight information for flight crews and air traffic services staff 
controlling aircraft movements, and directing aircraft taxiing, take-offs and landings by radio 
providing pre-flight briefings and aeronautical information services 
completing cockpit preparations and external inspections to determine that aircraft are acceptable for flight 
monitoring aircraft performance and reporting on mechanical condition 
giving in-flight instruction, supervising solo flights, accompanying students on training flights and demonstrating techniques for controlling aircraft

Occupations:
231111 Aeroplane Pilot 
231112 Air Traffic Controller 
231113 Flying Instructor 
231114 Helicopter Pilot 
231199 Air Transport Professionals nec
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/05A5EC617C590D96CA2584A8000E7A49?opendocument,"UNIT GROUP 2312 MARINE TRANSPORT PROFESSIONALS
","
MARINE TRANSPORT PROFESSIONALS control and manage the operations of ships, boats and marine equipment."
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/8E7126EFA8F96C82CA2584A8000E7A6F?opendocument,"MINOR GROUP 232 ARCHITECTS, DESIGNERS, PLANNERS AND SURVEYORS
","
ARCHITECTS, DESIGNERS, PLANNERS AND SURVEYORS design building exteriors and interiors, and landscapes; conduct survey work to precisely position geographical features, and design, prepare and revise maps; design information for visual communication, publication and display, and products for manufacture; and develop and implement plans and policies for controlling the use of land.
Indicative Skill Level:
In Australia and New Zealand: 
Most occupations in this minor group have a level of skill commensurate with a bachelor degree or higher qualification. For some occupations at least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

obtaining advice from and providing information to clients and management about design, size, materials and costs associated with new buildings and alterations to existing buildings 
consulting with professionals and clients about external area designs, costs and construction 
designing and compiling map manuscripts using digital and graphical source material such as aerial photographs, satellite imagery, survey documents, existing maps and records, and reports and statistics 
planning and designing land subdivision projects and negotiating details with local governments and other authorities 
formulating design concepts for clothing, textiles, industrial, commercial and consumer products, jewellery and building interiors 
undertaking research and analysing functional, spatial, commercial, cultural, safety and aesthetic requirements 
preparing sketches, diagrams, illustrations and samples to communicate design concepts 
determining the objectives and constraints of design briefs by consulting with clients and stakeholders 
compiling and analysing data on economic, legal, political, cultural, demographic, sociological, physical and environmental factors affecting land use
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/C70A3DDA49CA5BF9CA2584A8000E7A74?opendocument,"UNIT GROUP 2321 ARCHITECTS AND LANDSCAPE ARCHITECTS
","
ARCHITECTS AND LANDSCAPE ARCHITECTS design commercial, industrial, institutional, residential and recreational buildings and landscapes.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

obtaining advice from clients and management to determine type, style and size of planned buildings and alterations to existing buildings 
providing information regarding designs, materials and estimated building times 
preparing project documentation, including sketches and scale drawings, and integrating structural, mechanical and aesthetic elements in final designs 
writing specifications and contract documents for use by builders and calling tenders on behalf of clients 
consulting with Professionals and clients about external area designs, costs and construction 
compiling and analysing site and community data about geographical and ecological features, landforms, soils, vegetation, site hydrology, visual characteristics and human-made structures, to formulate land use and development recommendations, and for preparing environmental impact statements 
preparing reports, site plans, working drawings, specifications and cost estimates for land development, showing location and details of proposals, including ground modelling, structures, vegetation and access 
inspecting construction work in progress to ensure compliance with plans, specifications and quality standards

Occupations:
232111 Architect 
232112 Landscape Architect
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/84BFE46B38C81478CA2584A8000E7A71?opendocument,"UNIT GROUP 2322 SURVEYORS AND SPATIAL SCIENTISTS
","
SURVEYORS AND SPATIAL SCIENTISTS plan, direct and conduct survey work to determine and delineate boundaries and features of tracts of land, marine floors and underground works, prepare and revise maps, charts and other geographic products, and analyse, present and maintain geographical information about locations in space and time.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

determining the position of points of interest on the earth's surface including marine floors, and preparing the final product data in digital form 
supervising the preparation of plans, maps, charts and drawings to give pictorial representations and managing spatial information systems 
undertaking research and development of surveying and photogrammetric measurement systems, cadastral systems and land information systems 
planning and designing land subdivision projects and negotiating details with local governments and other authorities 
advising Architects, Engineering Professionals, environmental and other scientists or other relevant professionals on the technical requirements of surveying, mapping and spatial information systems 
compiling and evaluating data, interpreting codes of practice, and writing reports concerning survey measurement, land use and tenure 
preparing site plans and survey reports required for conveyancing and land ownership matters
evaluating, compiling and maintaining spatial information using a range of digital and graphical source materials, including aerial photographs, satellite imagery, survey documents, existing maps and records, historical data, reports and statistics 
analysing and interpreting data to design maps, graphs, plans, drawings and three-dimensional models using geographic information and related systems
developing and trialling new applications for use in geographic information systems
supervising and coordinating the work of Surveying or Spatial Science Technicians in the production and reproduction of geographic products

Occupations:
232212 Surveyor
232213 Cartographer
232214 Other Spatial Scientist
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/E4FA8188B63DA298CA2584A8000E7A70?opendocument,"UNIT GROUP 2323 FASHION, INDUSTRIAL AND JEWELLERY DESIGNERS
","
FASHION, INDUSTRIAL AND JEWELLERY DESIGNERS plan, design, develop and document products for manufacture and prepare designs and specifications of products for mass, batch and one-off production.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

determining the objectives and constraints of the design brief by consulting with clients and stakeholders 
undertaking product research and analysing functional, commercial, cultural and aesthetic requirements 
formulating design concepts for clothing, textiles, industrial, commercial and consumer products, and jewellery 
preparing sketches, diagrams, illustrations, plans, samples and models to communicate design concepts 
negotiating design solutions with clients, management, and sales and manufacturing staff 
selecting, specifying and recommending functional and aesthetic materials, production methods and finishes for manufacture 
detailing and documenting the selected design for production 
preparing and commissioning prototypes and samples 
supervising the preparation of patterns, programs and tooling, and the manufacture process

Occupations:
232311 Fashion Designer 
232312 Industrial Designer 
232313 Jewellery Designer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/19C4C00DFF2E5819CA2584A8000E7A75?opendocument,"UNIT GROUP 2324 GRAPHIC AND WEB DESIGNERS, AND ILLUSTRATORS
","
GRAPHIC AND WEB DESIGNERS, AND ILLUSTRATORS design information for visual and audio communication, publication and display using print, film, electronic, digital and other forms of visual and audio media.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. At least five years of relevant experience may substitute for the formal qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

determining the objectives and constraints of the design brief by consulting with clients and stakeholders 
undertaking research and analysing functional communication requirements 
formulating design concepts for the subject to be communicated 
preparing sketches, diagrams, illustrations and layouts to communicate design concepts 
negotiating design solutions with clients, management, sales and production staff 
selecting, specifying or recommending functional and aesthetic materials and media for publication, delivery or display 
detailing and documenting the selected design for production 
supervising or carrying out production in the chosen media 
may archive information for future client use

Occupations:
232411 Graphic Designer 
232412 Illustrator 
232413 Multimedia Designer 
232414 Web Designer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/B64370519FF04463CA2584A8000E7A72?opendocument,"UNIT GROUP 2325 INTERIOR DESIGNERS
","
INTERIOR DESIGNERS plan, design, detail and supervise the construction of commercial, industrial, retail and residential building interiors to produce an environment tailored to a purpose, with particular emphasis on space creation, space planning, and factors that enhance living and working environments.
Indicative Skill Level:
In Australia:
AQF Associate Degree, Advanced Diploma or Diploma, or at least three years of relevant experience (ANZSCO Skill Level 2)

In New Zealand:
NZQF Diploma, or at least three years of relevant experience (ANZSCO Skill Level 2)

In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification.
Tasks Include:

determining the objectives and constraints of the design brief by consulting with clients and stakeholders 
researching and analysing spatial, functional, efficiency, safety and aesthetic requirements 
formulating design concepts for building interiors 
preparing sketches, diagrams, illustrations and plans to communicate design concepts 
negotiating design solutions with clients, management, suppliers and construction staff 
selecting, specifying and recommending functional and aesthetic materials, furniture and products for interiors 
detailing and documenting selected design for construction 
supervising the construction of interiors

Occupation:
232511 Interior Designer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/BB29ADE270136ECDCA2584A8000E7A73?opendocument,"UNIT GROUP 2326 URBAN AND REGIONAL PLANNERS
","
URBAN AND REGIONAL PLANNERS develop and implement plans and policies for the controlled use of urban and rural land, and advise on economic, environmental and social factors affecting land use.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification (ANZSCO Skill Level 1).

Tasks Include:

compiling and analysing data on economic, legal, political, cultural, demographic, sociological, physical and environmental factors affecting land use 
conferring with government authorities, communities, Architects, social scientists, Legal Professionals, and planning, development and environmental specialists 
devising and recommending use and development of land, and presenting narrative and graphic plans, programs and designs to groups and individuals 
advising governments and organisations on urban and regional planning and resource planning 
reviewing and evaluating environmental impact reports 
staying up-to-date with changes in building and zoning codes, regulations and other legal issues 
may serve as mediators in disputes over planning proposals and projects 
may speak at public meetings and appear before government to explain planning proposals

Occupation:
232611 Urban and Regional Planner
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/B9F765E45B0F0351CA2584A8000E7A76?opendocument,"MINOR GROUP 233 ENGINEERING PROFESSIONALS
","
ENGINEERING PROFESSIONALS design, plan and organise the testing, construction, installation and maintenance of structures, machines and their components, and production systems and plants, and plan production schedules and work procedures to ensure engineering projects are undertaken efficiently and in a cost effective manner.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this minor group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Tasks Include:

planning and designing chemical process systems, civil engineering projects, electrical power equipment and facilities, electronic components used in computer and industrial applications, mechanical equipment and systems, mining and drilling operations, and other engineering projects 
drafting and interpreting specifications, drawings and plans, and determining construction methods 
supervising the construction of structures, water and gas supply and transportation systems, and the manufacture, installation, operation and maintenance of equipment, machines and plant 
organising and managing project labour and the delivery of materials, plant and equipment 
estimating total costs and preparing detailed cost plans and estimates as tools for budgetary control 
resolving design and operational problems in the various fields of engineering through the application of engineering technology
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/92DAD77C54A0B021CA2584A8000E7A7A?opendocument,"UNIT GROUP 2331 CHEMICAL AND MATERIALS ENGINEERS
","
CHEMICAL AND MATERIALS ENGINEERS design and prepare specifications for chemical process systems and the construction and operation of commercial-scale chemical plants, supervise industrial processing and fabrication of products undergoing physical and chemical change, and investigate the properties of metals, ceramics, polymers and other materials and assess and develop their engineering and commercial applications.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

preparing designs for chemical process systems and planning control systems for processes such as those used to remove and separate components, effect chemical changes, test and evaluate fuels, transfer heat, and control the storing and handling of solids, liquids and gases 
monitoring the operation and maintenance of equipment to achieve maximum efficiency under safe operating conditions 
ensuring correct materials and equipment are used and that they conform to specifications 
diagnosing malfunctions in chemical plants and instituting remedial action 
studying product utilisation and pollution control problems 
reviewing plans for new products and submitting material selection recommendations in accordance with design specifications and factors such as strength, weight and cost 
planning and implementing laboratory operations to develop new materials and fabrication procedures for new materials to fulfil production cost and performance standards 
conferring with producers of materials, such as metals, ceramics, polymers, cements and elastomers, during the investigation and evaluation of materials suitable for specific product applications 
reviewing product failure data and implementing laboratory tests to establish or reject possible causes, and advising on ways to overcome any problems

Occupations:
233111 Chemical Engineer 
233112 Materials Engineer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/7073EA57DFE1A21ACA2584A8000E7A77?opendocument,"UNIT GROUP 2332 CIVIL ENGINEERING PROFESSIONALS
","
CIVIL ENGINEERING PROFESSIONALS design, plan, organise and oversee the construction of civil engineering projects such as dams, bridges, pipelines, gas and water supply schemes, sewerage systems, roads, airports and other structures; analyse the likely behaviour of soil and rock when placed under pressure by proposed structures and design structural foundations; analyse the statical properties of all types of structures and test the behaviour and durability of materials used in their construction; plan and develop transportation systems; and estimate and monitor the construction costs of projects.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

determining construction methods, materials and quality standards, and drafting and interpreting specifications, drawings, plans, construction methods and procedures 
organising and directing site labour and the delivery of construction materials, plant and equipment, and establishing detailed programs for the coordination of site activities 
obtaining soil and rock samples at different depths across sites and testing samples to determine strength, compressibility and other factors that affect the behaviour of soil and rock when a structure is imposed and determining the safe loading for the soil 
studying architectural and engineering drawings and specifications to estimate total costs, and preparing detailed cost plans and estimates as tools to assist in budgetary control 
monitoring changes to designs, assessing effects on cost, and measuring, valuing and negotiating variations to designs 
analysing structural systems for both static and dynamic loads 
designing structures to ensure they do not collapse, bend, twist or vibrate in undesirable ways 
assessing present and future travel flow patterns taking into account population increase and needs change 
designing the physical aspects of transportation systems such as highways, railroads, urban transit, air transportation, logistical supply systems and their terminals

Occupations:
233211 Civil Engineer 
233212 Geotechnical Engineer 
233213 Quantity Surveyor 
233214 Structural Engineer 
233215 Transport Engineer
"
https://www.abs.gov.au/ausstats/abs@.nsf/Latestproducts/D8E02E6CEE05DE19CA2584A8000E7A7D?opendocument,"UNIT GROUP 2333 ELECTRICAL ENGINEERS
","
ELECTRICAL ENGINEERS design, develop and supervise the manufacture, installation, operation and maintenance of equipment, machines and systems for the generation, distribution, utilisation and control of electric power.
Indicative Skill Level:
In Australia and New Zealand:
Most occupations in this unit group have a level of skill commensurate with a bachelor degree or higher qualification. In some instances relevant experience and/or on-the-job training may be required in addition to the formal qualification (ANZSCO Skill Level 1).

Registration or licensing may be required.
Tasks Include:

planning and designing power stations and power generation equipment 
determining the type and arrangement of circuits, transformers, circuit-breakers, transmission lines and other equipment 
developing products such as electric motors, components, equipment and appliances 
interpreting specifications, drawings, standards and regulations relating to electric power equipment and use 
organising and managing resources used in the supply of electrical components, machines, appliances and equipment 
establishing delivery and installation schedules for machines, switchgear, cables and fittings 
supervising the operation and maintenance of power stations, transmission and distribution systems and industrial plants 
designing and installing control and signalling equipment for road, rail and air traffic 
may specialise in research in areas such as power generation and transmission systems, transformers, switchgear and electric motors, telemetry and control systems

Occupation:
233311 Electrical Engineer
"
